2 1 0.000000203
2 11 0.000000210
2 21 0.000000201
2 31 0.000000201
2 41 0.000000303
2 51 0.000000305
2 61 0.000000330
2 71 0.000000355
2 81 0.000000393
2 91 0.000000431
2 101 0.000000467
2 111 0.000000508
2 121 0.000000547
2 131 0.000000578
2 141 0.000000644
2 151 0.000000683
2 161 0.000000705
2 171 0.000000736
2 181 0.000000779
2 191 0.000003242
2 201 0.000000875
2 211 0.000000894
2 221 0.000000936
2 231 0.000000974
2 241 0.000001027
2 251 0.000001053
2 261 0.000001091
2 271 0.000001129
2 281 0.000001176
2 291 0.000001213
2 301 0.000001250
2 311 0.000001294
2 321 0.000001343
2 331 0.000001367
2 341 0.000001403
2 351 0.000001443
2 361 0.000001487
2 371 0.000001519
2 381 0.000001558
2 391 0.000001597
2 401 0.000001646
2 411 0.000001680
2 421 0.000001717
2 431 0.000001758
2 441 0.000001795
2 451 0.000004154
2 461 0.000001880
2 471 0.000001914
2 481 0.000001965
2 491 0.000001994
2 501 0.000002032
2 511 0.000002070
2 521 0.000002103
2 531 0.000002146
2 541 0.000002179
2 551 0.000002225
2 561 0.000002277
2 571 0.000002310
2 581 0.000002343
2 591 0.000002383
2 601 0.000002427
2 611 0.000002462
2 621 0.000002502
2 631 0.000002533
2 641 0.000002573
2 651 0.000002609
2 661 0.000002651
2 671 0.000002696
2 681 0.000002734
2 691 0.000002776
2 701 0.000005638
2 711 0.000002856
2 721 0.000002903
2 731 0.000002928
2 741 0.000002969
2 751 0.000003005
2 761 0.000003045
2 771 0.000003084
2 781 0.000003130
2 791 0.000003169
2 801 0.000003226
2 811 0.000003242
2 821 0.000003280
2 831 0.000003315
2 841 0.000003355
2 851 0.000003395
2 861 0.000003441
2 871 0.000003486
2 881 0.000003538
2 891 0.000003555
2 901 0.000003593
2 911 0.000003628
2 921 0.000003672
2 931 0.000003703
2 941 0.000003751
2 951 0.000003824
2 961 0.000006786
2 971 0.000003868
2 981 0.000003911
2 991 0.000003944
2 1001 0.000003991
2 1011 0.000004021
2 1021 0.000004070
2 1031 0.000004110
2 1041 0.000004157
2 1051 0.000004168
2 1061 0.000004216
2 1071 0.000004260
2 1081 0.000004300
2 1091 0.000004346
2 1101 0.000004394
2 1111 0.000004408
2 1121 0.000004454
2 1131 0.000004484
2 1141 0.000004530
2 1151 0.000004589
2 1161 0.000004609
2 1171 0.000004660
2 1181 0.000004687
2 1191 0.000004732
2 1201 0.000004780
2 1211 0.000004820
2 1221 0.000007818
2 1231 0.000004881
2 1241 0.000004930
2 1251 0.000004954
2 1261 0.000005011
2 1271 0.000005051
2 1281 0.000005105
2 1291 0.000005128
2 1301 0.000005153
2 1311 0.000005196
2 1321 0.000005239
2 1331 0.000005289
2 1341 0.000005346
2 1351 0.000005361
2 1361 0.000005398
2 1371 0.000005446
2 1381 0.000005487
2 1391 0.000005512
2 1401 0.000005560
2 1411 0.000005585
2 1421 0.000005625
2 1431 0.000005665
2 1441 0.000005718
2 1451 0.000005761
2 1461 0.000005787
2 1471 0.000009407
2 1481 0.000005904
2 1491 0.000005921
2 1501 0.000005940
2 1511 0.000005970
2 1521 0.000006019
2 1531 0.000006072
2 1541 0.000006122
2 1551 0.000006170
2 1561 0.000006177
2 1571 0.000006219
2 1581 0.000006280
2 1591 0.000006320
2 1601 0.000006376
2 1611 0.000006373
2 1621 0.000006438
2 1631 0.000006496
2 1641 0.000006522
2 1651 0.000006548
2 1661 0.000006589
2 1671 0.000006635
2 1681 0.000006685
2 1691 0.000006711
2 1701 0.000006730
2 1711 0.000006772
2 1721 0.000006838
2 1731 0.000010388
2 1741 0.000006891
2 1751 0.000006930
2 1761 0.000006968
2 1771 0.000007023
2 1781 0.000007048
2 1791 0.000007079
2 1801 0.000007132
2 1811 0.000007177
2 1821 0.000007202
2 1831 0.000007248
2 1841 0.000007311
2 1851 0.000007347
2 1861 0.000007399
2 1871 0.000007417
2 1881 0.000007472
2 1891 0.000007513
2 1901 0.000007537
